pchId,groupId,name,rarity,category,like,imgPath,imgUrl
PCH6-97,6-25,もこもこモンスターピンクヘアアクセ,PR,ヘアアクセ,750,./imgs/PCH6-97.jpg,https://prichan.jp/resources/images/items/details/70817.jpg
PCH6-98,6-26,ホワイトデーラブミントトップス,SR,トップス,700,./imgs/PCH6-98.jpg,https://prichan.jp/resources/images/items/details/70818.jpg
PCH6-99,6-26,ホワイトデーラブミントスカート,SR,ボトムス,650,./imgs/PCH6-99.jpg,https://prichan.jp/resources/images/items/details/70819.jpg
PCH6-100,6-26,ホワイトデーラブミントシューズ,SR,シューズ,600,./imgs/PCH6-100.jpg,https://prichan.jp/resources/images/items/details/70820.jpg
PCH6-101,6-26,ホワイトデーラブミントヘアアクセ,SR,ヘアアクセ,600,./imgs/PCH6-101.jpg,https://prichan.jp/resources/images/items/details/70821.jpg
PCH6-102,6-27,チョコホイップオレンジトップス,SR,トップス,650,./imgs/PCH6-102.jpg,https://prichan.jp/resources/images/items/details/70822.jpg
PCH6-103,6-27,チョコホイップオレンジスカート,SR,ボトムス,700,./imgs/PCH6-103.jpg,https://prichan.jp/resources/images/items/details/70823.jpg
PCH6-104,6-27,チョコホイップオレンジシューズ,SR,シューズ,600,./imgs/PCH6-104.jpg,https://prichan.jp/resources/images/items/details/70824.jpg
PCH6-105,6-27,チョコホイップオレンジヘアアクセ,SR,ヘアアクセ,600,./imgs/PCH6-105.jpg,https://prichan.jp/resources/images/items/details/70825.jpg
PCH6-106,6-28,チョコホイップサワートップス,SR,トップス,700,./imgs/PCH6-106.jpg,https://prichan.jp/resources/images/items/details/70826.jpg
PCH6-107,6-28,チョコホイップサワースカート,SR,ボトムス,650,./imgs/PCH6-107.jpg,https://prichan.jp/resources/images/items/details/70827.jpg
PCH6-108,6-28,チョコホイップサワーシューズ,SR,シューズ,600,./imgs/PCH6-108.jpg,https://prichan.jp/resources/images/items/details/70828.jpg
PCH6-109,6-28,チョコホイップサワーヘアアクセ,SR,ヘアアクセ,600,./imgs/PCH6-109.jpg,https://prichan.jp/resources/images/items/details/70829.jpg
PCH6-110,,シュワシュワソーダ,SR,パシャッとアイテム,600,./imgs/PCH6-110.jpg,https://prichan.jp/resources/images/items/details/70830.jpg
P-047,,アイランジュピンクキラッとシューズ,KR,シューズ,900,./imgs/P-047.jpg,https://prichan.jp/resources/images/items/details/28423.jpg
PCH6-111,6-29,ホワイトデーラブピンクトップス,SR,トップス,700,./imgs/PCH6-111.jpg,https://prichan.jp/resources/images/items/details/70831.jpg
PCH6-112,6-29,ホワイトデーラブピンクスカート,SR,ボトムス,650,./imgs/PCH6-112.jpg,https://prichan.jp/resources/images/items/details/70832.jpg
PCH6-113,6-29,ホワイトデーラブピンクシューズ,SR,シューズ,600,./imgs/PCH6-113.jpg,https://prichan.jp/resources/images/items/details/70833.jpg
PCH6-114,6-29,ホワイトデーラブピンクヘアアクセ,SR,ヘアアクセ,600,./imgs/PCH6-114.jpg,https://prichan.jp/resources/images/items/details/70834.jpg
PCH6-115,6-30,ホワイトデーラブパープルトップス,SR,トップス,600,./imgs/PCH6-115.jpg,https://prichan.jp/resources/images/items/details/70835.jpg
PCH6-116,6-30,ホワイトデーラブパープルスカート,SR,ボトムス,750,./imgs/PCH6-116.jpg,https://prichan.jp/resources/images/items/details/70836.jpg
PCH6-117,6-30,ホワイトデーラブパープルシューズ,SR,シューズ,650,./imgs/PCH6-117.jpg,https://prichan.jp/resources/images/items/details/70837.jpg
PCH6-118,6-30,ホワイトデーラブパープルヘアアクセ,SR,ヘアアクセ,600,./imgs/PCH6-118.jpg,https://prichan.jp/resources/images/items/details/70838.jpg
